DATE;" Lan Tay
(tr.m3) ";"RĐ-RĐT
(tr.m3)";"PM3&46CN
Về bờ (tr.ft3)";"Bach Ho
Wet gas (tr.m3)";Rang Dong (tr.ft3);Cá Ngừ Vàng (tr.ft3);"Tê Giác Trắng
(tr. ft3)";"Sư Tử Trắng
(tr.ft3)";"Chim Sáo
(tr.ft3)";HSĐ-HST (tr,ft3);Cá Tầm            (tr.m3);Sao Vàng   (tr.m3);Hai Thach (tr.m3);"Thái Bình 
(tr.ft3)";"Đại Hùng 
(tr.m3)";"Thiên Ưng
(tr.m3)"
6/3/2025;0,461000;1,453000;183,989414;0,292000;9,940000;2,200000;8,050000;10,000000;0,400000;6,120000;0,010000;4,950000;2,296000;12,642663;0,377000;0,374000
6/4/2025;0,132000;0,439000;189,992907;0,790000;6,790000;2,110000;8,030000;10,000000;0,000000;6,270000;0,010000;4,955000;1,798000;13,666789;0,570000;0,404000
6/5/2025;0,296000;0,687000;188,756894;0,776000;5,260000;2,070000;8,000000;10,000000;0,000000;6,270000;0,010000;4,955000;1,795000;14,479027;0,596000;0,464000
6/6/2025;0,318000;1,054000;186,249552;0,632000;6,480000;2,120000;7,780000;10,000000;0,000000;6,330000;0,010000;4,955000;1,814000;14,373083;0,595000;0,464000
6/7/2025;0,387000;1,224000;185,260742;0,501000;5,760000;2,020000;7,550000;10,000000;0,000000;6,370000;0,010000;4,954000;1,949000;13,631474;6,030000;0,471000
6/8/2025;0,299000;1,300000;187,061790;0,498000;5,660000;2,240000;7,650000;10,000000;0,000000;6,510000;0,010000;4,955000;2,080000;13,066439;0,588000;0,472000
6/9/2025;0,397000;1,200000;179,469136;0,454000;5,660000;2,070000;7,740000;30,000000;0,000000;6,920000;0,010000;4,958000;2,086000;13,560845;0,567000;0,472000
6/10/2025;0,147000;0,486000;185,402000;0,495000;3,840000;2,190000;8,220000;41,000000;0,000000;6,500000;0,010000;4,958000;2,086000;13,384271;0,369000;0,300000
6/11/2025;0,140000;0,466000;184,165987;0,406000;3,840000;2,180000;8,470000;42,000000;0,000000;6,700000;0,010000;4,958000;3,404000;14,514342;0,430000;0,438000
6/12/2025;0,220000;0,734000;169,757603;0,437000;4,110000;2,180000;8,730000;45,000000;0,000000;6,600000;0,010000;4,958000;1,812000;13,843362;0,419000;0,442000
6/13/2025;0,313000;0,869000;157,574043;0,408000;4,110000;2,130000;8,170000;20,000000;0,000000;6,800000;0,010000;4,954000;1,977000;13,137068;0,419000;0,416000
6/14/2025;0,593000;1,507000;158,315651;0,243000;5,160000;2,100000;7,920000;16,000000;0,000000;6,600000;0,010000;4,955000;2,439000;11,689166;0,281000;0,283000
6/15/2025;0,195000;0,647000;108,945747;0,432000;5,470000;2,230000;8,150000;42,000000;0,000000;6,700000;0,010000;4,952000;1,992000;12,289516;0,452000;0,432000
6/16/2025;0,160000;0,439000;171,028931;0,436000;6,100000;2,270000;8,580000;41,000000;0,000000;6,700000;0,010000;4,954000;2,080000;11,477278;0,449000;0,455000
6/17/2025;0,369000;1,140000;184,695707;0,436000;4,810000;2,160000;8,370000;40,000000;0,000000;6,500000;0,010000;4,956000;2,063000;14,443712;0,327000;0,463000
6/18/2025;0,204000;0,680000;149,451670;0,439000;4,680000;2,090000;8,510000;21,000000;0,000000;6,700000;0,010000;4,954000;1,997000;14,019936;0,327000;0,461000
6/19/2025;0,299000;0,985000;99,763933;0,408000;4,940000;2,160000;8,480000;20,000000;0,000000;7,000000;0,010000;4,958000;2,000000;15,185321;0,530000;0,462000
6/20/2025;0,426000;1,102000;102,942253;0,440000;4,940000;2,100000;8,490000;17,000000;0,300000;7,000000;0,010000;4,952000;2,160000;14,938118;0,367000;0,462000
6/21/2025;0,053000;0,179000;132,606574;0,470000;12,000000;2,150000;8,420000;10,000000;0,600000;7,000000;0,010000;4,955000;2,006000;14,938118;0,440000;0,462000
6/22/2025;0,000000;0,000000;156,867750;0,378000;15,240000;2,020000;8,250000;10,000000;2,500000;6,600000;0,010000;4,830000;1,679000;14,938118;0,437000;0,460000
6/23/2025;0,124000;0,415000;159,975440;0,441000;15,240000;2,080000;8,350000;10,000000;8,310000;6,200000;0,010000;2,973000;1,996000;15,079377;0,405000;0,458000
6/24/2025;0,322000;1,041000;153,230339;0,341000;17,280000;2,080000;8,350000;10,000000;8,500000;6,500000;0,010000;4,064000;2,022000;14,655601;0,415000;0,458000
6/25/2025;0,359000;1,051000;151,782438;0,427000;15,490000;2,080000;8,350000;10,000000;8,260000;6,700000;0,010000;3,098000;2,134000;14,655601;0,353000;0,460000
6/26/2025;0,468000;1,302000;152,947822;0,266000;16,950000;13,470000;8,570000;10,000000;8,110000;6,400000;0,010000;2,100000;2,246000;15,679727;0,353000;0,461000
6/27/2025;1,156000;0,720000;187,203048;0,348000;9,960000;14,030000;8,570000;10,000000;8,200000;6,600000;0,010000;2,080000;2,137000;15,432524;0,392000;0,467000
6/28/2025;0,672000;0,528000;188,015286;0,269000;11,500000;13,990000;8,570000;10,000000;8,150000;6,200000;0,010000;2,024000;2,198000;14,408398;0,390000;0,430000
6/29/2025;0,430000;0,594000;172,406203;0,134000;12,560000;13,890000;7,760000;10,000000;8,250000;6,500000;0,010000;1,304000;1,981000;14,019936;0,437000;0,467000
6/30/2025;0,325000;0,244000;185,154798;0,405200;10,860000;13,510000;8,160000;10,000000;8,250000;6,500000;0,010000;0,901800;1,794000;14,019936;0,428000;0,466000
7/1/2025;0,012000;0,606000;184,907595;0,461000;4,640000;13,430000;8,340000;10,000000;7,950000;6,500000;0,010000;0,938000;2,194000;14,019936;0,449000;0,468000
